num__tamano_tienda,num__antiguedad_tienda,num__temperatura,num__precio_combustible,num__indice_economico,num__semana,num__clientes_estimados,cat__tipo_tienda_B,cat__tipo_tienda_C,remainder__es_feriado,ventas_semanales
-0.1398131681000544,-1.6846386130623165,-1.2663882626794007,-1.2925634565479647,-0.2585942733865918,0.9751532096978813,0.7882146520780684,1.0,0.0,0.0,40377.98940575674
1.1805161503713584,0.3475202628570478,-0.9593437806392235,0.7627378393846275,-1.1110508958715941,1.7086558653527464,-1.073298388691767,0.0,0.0,0.0,59430.33007719102
0.5658125658399398,1.0647528072991763,-0.7821221699856693,-0.020528894947467038,0.9420034414837479,-0.7585803400317995,-0.394144965723441,0.0,0.0,0.0,56547.32392485434
-0.5421626986232945,-0.6087897963991237,0.11509436710557942,-1.5085065134690077,-0.15329634905060524,1.2418814481178322,0.9498105354695994,0.0,0.0,0.0,36408.75201986887
-0.10943641552941338,-1.206483583434231,-0.5823131821278035,-0.1327846314048037,-0.7837967642682788,1.2418814481178322,1.1461950561702041,1.0,0.0,0.0,40500.51388974282
1.4235839143319668,-1.6846386130623165,-0.7210855240503709,0.296099600597843,-0.08289693951627448,0.04160437522805319,-0.13962620312441995,0.0,0.0,0.0,54503.50290326035
0.5337456639724039,-0.2501735241780594,-0.6522986842697152,2.270025147528627,-0.10325264331083386,1.5086096865377832,0.689477473073657,1.0,0.0,0.0,40000.03309609993
0.9596548555234381,1.1842915647061978,-0.13832267492356612,-0.18079013763015112,-0.04060249264139209,-0.2251238631918977,0.143000877719688,1.0,0.0,0.0,43086.25257241015
0.6432186089353268,-0.011096009364016519,-0.17429019381942412,-0.9839794776935481,-0.11475169763082811,-1.6921291745016276,-0.5221140046376512,0.0,0.0,0.0,64357.20809522696
2.178808071218278,1.1842915647061978,1.0934319479925103,0.8958888235152725,1.6736529905652828,-0.7585803400317995,1.128422296035311,1.0,0.0,0.0,59004.55802166705
0.8810418968585887,1.4233690795202407,0.7537432828284406,-0.5654505681482446,0.6173852649945976,0.3083326136480041,0.527779115925744,0.0,1.0,0.0,35933.73137154409
